Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
R25,104.494715mm,95.500000mm,Top,0.0,104.494715mm,95.500000mm
R26,104.494715mm,93.000000mm,Top,0.0,104.494715mm,93.000000mm
R27,61.500000mm,121.600000mm,Top,90.0,61.500000mm,121.600000mm
R28,54.100000mm,113.300000mm,Top,90.0,54.100000mm,113.300000mm
R29,44.000000mm,114.700000mm,Top,90.0,44.000000mm,114.700000mm
R30,35.500000mm,113.200000mm,Top,90.0,35.500000mm,113.200000mm
R31,101.400000mm,121.700000mm,Top,180.0,101.400000mm,121.700000mm
R32,76.900000mm,121.600000mm,Top,90.0,76.900000mm,121.600000mm
R33,28.725000mm,97.920000mm,Top,0.0,28.725000mm,97.920000mm
R34,71.400000mm,117.700000mm,Top,90.0,71.400000mm,117.700000mm
R35,59.000000mm,121.600000mm,Top,90.0,59.000000mm,121.600000mm
R36,56.500000mm,121.600000mm,Top,90.0,56.500000mm,121.600000mm
R37,79.625000mm,110.500000mm,Top,-90.0,79.625000mm,110.500000mm
R38,51.500000mm,121.600000mm,Top,90.0,51.500000mm,121.600000mm
R39,49.000000mm,114.700000mm,Top,90.0,49.000000mm,114.700000mm
R40,46.500000mm,114.700000mm,Top,90.0,46.500000mm,114.700000mm
R41,97.600000mm,96.749999mm,Top,-90.0,97.600000mm,96.749999mm
R42,97.600000mm,102.749999mm,Top,-90.0,97.600000mm,102.749999mm
R43,149.500000mm,56.000000mm,Top,-90.0,149.500000mm,56.000000mm
R44,149.500000mm,63.500000mm,Top,-90.0,149.500000mm,63.500000mm
R45,149.500000mm,71.000000mm,Top,-90.0,149.500000mm,71.000000mm
R46,69.000000mm,121.600000mm,Top,90.0,69.000000mm,121.600000mm
R47,64.000000mm,121.600000mm,Top,90.0,64.000000mm,121.600000mm
R50,28.252861mm,36.867216mm,Top,180.0,28.252861mm,36.867216mm
R51,49.000000mm,121.600000mm,Top,90.0,49.000000mm,121.600000mm
R52,46.500000mm,121.600000mm,Top,90.0,46.500000mm,121.600000mm
R53,44.000000mm,121.600000mm,Top,90.0,44.000000mm,121.600000mm
R54,33.000000mm,121.595000mm,Top,90.0,33.000000mm,121.595000mm
R55,95.500000mm,118.000000mm,Top,90.0,95.500000mm,118.000000mm
R56,98.500000mm,126.500000mm,Top,90.0,98.500000mm,126.500000mm
R57,90.900000mm,121.600000mm,Top,90.0,90.900000mm,121.600000mm
R58,101.500000mm,126.500000mm,Top,90.0,101.500000mm,126.500000mm
R59,98.500000mm,119.500000mm,Top,90.0,98.500000mm,119.500000mm
R60,93.100000mm,121.600000mm,Top,90.0,93.100000mm,121.600000mm
R61,154.000000mm,84.400000mm,Top,-90.0,154.000000mm,84.400000mm
R62,154.000000mm,96.000000mm,Top,-90.0,154.000000mm,96.000000mm
R63,154.000000mm,108.000000mm,Top,-90.0,154.000000mm,108.000000mm
R64,154.000000mm,120.000000mm,Top,-90.0,154.000000mm,120.000000mm
R65,146.400000mm,82.000000mm,Top,180.0,146.400000mm,82.000000mm
R66,148.000000mm,94.000000mm,Top,180.0,148.000000mm,94.000000mm
R67,148.000000mm,106.000000mm,Top,180.0,148.000000mm,106.000000mm
R68,148.000000mm,118.000000mm,Top,180.0,148.000000mm,118.000000mm
R69,71.700000mm,126.300000mm,Top,180.0,71.700000mm,126.300000mm
R70,68.500000mm,126.300000mm,Top,0.0,68.500000mm,126.300000mm
R71,98.500000mm,114.800000mm,Top,180.0,98.500000mm,114.800000mm
R72,46.300000mm,125.600000mm,Top,45.0,46.300000mm,125.600000mm
R73,55.700000mm,125.900000mm,Top,135.0,55.700000mm,125.900000mm
R74,65.200000mm,126.300000mm,Top,0.0,65.200000mm,126.300000mm
R75,58.900000mm,126.300000mm,Top,-45.0,58.900000mm,126.300000mm
R76,40.725000mm,80.000000mm,Top,0.0,40.725000mm,80.000000mm
S1,68.000000mm,19.000000mm,Top,0.0,68.000000mm,19.000000mm
S2,68.000000mm,12.500000mm,Top,0.0,68.000000mm,12.500000mm
U1,91.100000mm,19.900000mm,Top,-90.0,91.100000mm,19.900000mm
U2,61.500000mm,109.650000mm,Top,0.0,61.500000mm,109.650000mm
U3,117.100000mm,15.500000mm,Top,270.0,117.100000mm,15.500000mm
U4,97.500000mm,21.500000mm,Top,180.0,97.500000mm,21.500000mm
U5,60.200000mm,114.450000mm,Top,0.0,60.200000mm,114.450000mm
U6,32.725000mm,104.420000mm,Top,180.0,32.725000mm,104.420000mm
U7,87.625000mm,112.500000mm,Top,180.0,87.625000mm,112.500000mm
